订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD05918,2025-01-05 10:08:00,C4160,服装,96.63,9,华东,微信
ORD05919,2025-01-05 10:08:00,C3683,家居,83.12,8,华北,信用卡
ORD05920,2025-01-05 10:09:00,C585,家居,85.35,4,华北,现金
ORD05921,2025-01-05 10:09:00,C3960,食品,11.37,-1,华东,信用卡
ORD05922,2025-01-05 10:09:00,C3770,服装,95.88,7,华东,现金
ORD05923,2025-01-05 10:09:00,C534,家居,80.03,1,东北,现金
ORD05924,2025-01-05 10:09:00,C3462,服装,79.12,1,西南,支付宝
ORD05925,2025-01-05 10:10:00,C4011,电子产品,17.34,4,华东,现金
ORD05926,2025-01-05 10:10:00,C3398,家居,30.93,3,华东,现金
ORD05927,2025-01-05 10:10:00,,食品,96.6,4,西南,现金
ORD05928,2025-01-05 10:10:00,C1004,家居,55.06,9,华东,微信
ORD05929,2025-01-05 10:11:00,C2499,服装,45.81,2,东北,支付宝
ORD05930,2025-01-05 10:11:00,C326,图书,85.59,4,东北,支付宝
ORD05931,2025-01-05 10:12:00,C4703,图书,17.86,7,西南,现金
ORD05932,2025-01-05 10:12:00,C2706,服装,47.52,2,华南,微信
ORD05933,2025-01-05 10:14:00,C001,电子产品,43.81,8,东北,信用卡
ORD05934,2025-01-05 10:14:00,C1033,家居,41.49,4,华北,微信
ORD05935,2025-01-05 10:15:00,C2481,图书,37.69,9,华北,支付宝
ORD05936,2025-01-05 10:15:00,C124,电子产品,28.91,1,华南,现金
ORD05937,2025-01-05 10:15:00,C1104,服装,25.56,7,东北,微信
ORD05938,2025-01-05 10:16:00,,电子产品,67.64,1,华东,现金
ORD05939,2025-01-05 10:17:00,C1861,服装,92.75,9,华南,信用卡
ORD05940,2025-01-05 10:17:00,C2920,家居,55.8,1,华东,微信
ORD05941,2025-01-05 10:18:00,C128,电子产品,36.82,3,华北,信用卡
ORD05942,2025-01-05 10:19:00,C437,家居,24.32,7,华南,信用卡
ORD05943,2025-01-05 10:19:00,C4846,电子产品,84.71,1,东北,支付宝
ORD05944,2025-01-05 10:21:00,C2548,服装,97.43,5,华北,支付宝
ORD05945,2025-01-05 10:21:00,C3129,服装,41.42,6,东北,现金
ORD05946,2025-01-05 10:21:00,C1221,电子产品,36.19,3,华东,信用卡
ORD05947,2025-01-05 10:22:00,C901,服装,64.13,6,东北,信用卡
ORD05948,2025-01-05 10:23:00,C3168,食品,79.78,4,华南,支付宝
ORD05949,2025-01-05 10:24:00,C4486,食品,50.99,6,华东,信用卡
ORD05950,2025-01-05 10:24:00,C3918,家居,66.71,6,华南,微信
ORD05951,2025-01-05 10:25:00,C1067,食品,74.49,4,华东,信用卡
ORD05952,2025-01-05 10:26:00,C026,食品,96.45,1,华南,信用卡
ORD05953,2025-01-05 10:28:00,C547,图书,24.85,3,华北,支付宝
ORD05954,2025-01-05 10:29:00,C2668,图书,99.76,7,华南,支付宝
ORD05955,2025-01-05 10:30:00,C566,图书,45.29,2,华北,现金
ORD05956,2025-01-05 10:31:00,C703,图书,75.09,4,西南,支付宝
ORD05957,2025-01-05 10:32:00,C4280,服装,61.52,6,东北,微信
ORD05958,2025-01-05 10:32:00,C3140,家居,53.8,5,华东,信用卡
ORD05959,2025-01-05 10:33:00,C1590,家居,72.83,6,东北,现金
ORD05960,2025-01-05 10:34:00,C4943,食品,45.62,5,华北,信用卡
ORD05961,2025-01-05 10:35:00,C4694,家居,21.35,9,华北,支付宝
ORD05962,2025-01-05 10:36:00,C805,食品,54.0,2,华北,信用卡
ORD05963,2025-01-05 10:36:00,C3791,家居,56.97,4,华南,信用卡
ORD05964,2025-01-05 10:37:00,C1357,电子产品,28.17,1,东北,微信
ORD05965,2025-01-05 10:37:00,C3225,电子产品,94.21,7,华北,信用卡
ORD05966,2025-01-05 10:38:00,C3618,家居,30.47,1,西南,微信
ORD05967,2025-01-05 10:38:00,C2126,服装,46.83,6,华北,信用卡
ORD05968,2025-01-05 10:38:00,C2460,食品,23.94,9,东北,支付宝
ORD05969,2025-01-05 10:40:00,C545,家居,58.22,2,华北,现金
ORD05970,2025-01-05 10:40:00,C2728,食品,37.69,1,华北,支付宝
ORD05971,2025-01-05 10:40:00,C3734,图书,54.03,3,华东,现金
ORD05972,2025-01-05 10:41:00,C2562,家居,30.22,6,华北,信用卡
ORD05973,2025-01-05 10:41:00,C2079,服装,14.84,7,东北,支付宝
ORD05974,2025-01-05 10:42:00,C2641,图书,80.13,8,华东,微信
ORD05975,2025-01-05 10:43:00,C3114,家居,67.7,4,华东,支付宝
ORD05976,2025-01-05 10:43:00,C1926,电子产品,40.67,8,华北,微信
ORD05977,2025-01-05 10:43:00,C616,家居,14.27,7,华北,信用卡
ORD05978,2025-01-05 10:44:00,C3644,电子产品,87.9,8,西南,信用卡
ORD05979,2025-01-05 10:44:00,C1203,电子产品,25.28,5,东北,现金
ORD05980,2025-01-05 10:44:00,C1759,家居,93.77,7,东北,支付宝
ORD05981,2025-01-05 10:44:00,C2565,家居,53.07,4,华南,信用卡
ORD05982,2025-01-05 10:44:00,C3174,电子产品,40.63,1,华南,现金
ORD05983,2025-01-05 10:45:00,C3081,食品,76.76,3,东北,现金
ORD05984,2025-01-05 10:45:00,C2630,图书,88.92,9,华北,信用卡
ORD05985,2025-01-05 10:46:00,C3161,服装,43.36,4,华东,微信
ORD05986,2025-01-05 10:47:00,C4321,家居,46.66,5,西南,微信
ORD05987,2025-01-05 10:47:00,C669,图书,48.98,3,华北,现金
ORD05988,2025-01-05 10:48:00,C3168,图书,93.01,6,华东,信用卡
ORD05989,2025-01-05 10:48:00,C2121,食品,72.33,4,东北,支付宝
ORD05990,2025-01-05 10:49:00,C4078,图书,32.29,5,华北,支付宝
ORD05991,2025-01-05 10:49:00,C4151,家居,26.65,7,西南,现金
ORD05992,2025-01-05 10:50:00,C719,图书,30.73,7,华南,支付宝
ORD05993,2025-01-05 10:51:00,C2600,家居,33.72,9,华东,信用卡
ORD05994,2025-01-05 10:52:00,C3598,家居,30.72,2,华北,支付宝
ORD05995,2025-01-05 10:52:00,C4669,电子产品,69.27,4,西南,支付宝
ORD05996,2025-01-05 10:52:00,C666,食品,20.43,8,华北,信用卡
ORD05997,2025-01-05 10:54:00,C283,服装,44.86,4,东北,微信
ORD05998,2025-01-05 10:55:00,C3903,电子产品,66.25,3,华东,微信
ORD05999,2025-01-05 10:56:00,C3565,服装,36.18,6,东北,现金
ORD06000,2025-01-05 10:56:00,C2234,家居,15.87,3,东北,信用卡
ORD06001,2025-01-05 10:57:00,C4593,电子产品,17.36,2,华南,微信
ORD06002,2025-01-05 10:57:00,C1465,图书,21.34,9,东北,支付宝
ORD06003,2025-01-05 10:58:00,C129,图书,,3,西南,现金
ORD06004,2025-01-05 10:58:00,C4734,服装,69.21,1,华东,信用卡
ORD06005,2025-01-05 10:59:00,,家居,15.81,9,华南,信用卡
ORD06006,2025-01-05 11:00:00,C3672,服装,45.2,5,华北,现金
ORD06007,2025-01-05 11:02:00,C2494,食品,35.07,7,东北,微信
ORD06008,2025-01-05 11:02:00,C992,图书,62.02,2,华北,现金
ORD06009,2025-01-05 11:04:00,C2121,电子产品,57.05,1,华南,现金
ORD06010,2025-01-05 11:05:00,C2584,电子产品,53.3,6,华北,信用卡
ORD06011,2025-01-05 11:06:00,C4196,电子产品,38.31,5,西南,信用卡
ORD06012,2025-01-05 11:07:00,C2223,图书,22.4,6,华南,支付宝
ORD06013,2025-01-05 11:08:00,C4522,家居,76.81,2,华东,现金
ORD06014,2025-01-05 11:08:00,C3188,图书,89.19,7,华东,信用卡
ORD06015,2025-01-05 11:08:00,C3237,图书,94.97,1,华东,信用卡
ORD06016,2025-01-05 11:09:00,C4136,电子产品,15.28,8,华东,信用卡
ORD06017,2025-01-05 11:09:00,C4524,图书,76.59,7,华南,信用卡
ORD06018,2025-01-05 11:10:00,C343,电子产品,75.39,7,华南,现金
ORD06019,2025-01-05 11:11:00,C4461,家居,95.24,6,华南,现金
ORD06020,2025-01-05 11:12:00,C4704,食品,32.76,5,东北,微信
ORD06021,2025-01-05 11:12:00,C4823,电子产品,76.8,9,华南,现金
ORD06022,2025-01-05 11:12:00,C2276,服装,14.92,3,华南,信用卡
ORD06023,2025-01-05 11:12:00,C4920,食品,66.81,9,华南,支付宝
ORD06024,2025-01-05 11:12:00,C3201,家居,41.58,5,华东,现金
ORD06025,2025-01-05 11:12:00,C888,食品,79.2,8,西南,微信
ORD06026,2025-01-05 11:14:00,C2043,电子产品,87.7,3,华东,现金
ORD06027,2025-01-05 11:14:00,C1341,家居,42.83,7,西南,信用卡
ORD06028,2025-01-05 11:14:00,C3720,服装,57.3,4,西南,微信
ORD06029,2025-01-05 11:15:00,C2883,电子产品,20.57,5,西南,信用卡
ORD06030,2025-01-05 11:16:00,C4212,电子产品,47.52,4,华东,信用卡
ORD06031,2025-01-05 11:16:00,C2415,家居,42.47,9,东北,现金
ORD06032,2025-01-05 11:16:00,C1117,家居,26.48,7,华北,现金
ORD06033,2025-01-05 11:16:00,C4263,食品,90.5,6,东北,微信
ORD06034,2025-01-05 11:17:00,C3001,服装,23.33,6,华东,微信
ORD06035,2025-01-05 11:18:00,C1738,食品,67.22,7,西南,微信
ORD06036,2025-01-05 11:19:00,C1364,食品,90.11,5,华北,微信
ORD06037,2025-01-05 11:20:00,C2708,电子产品,92.08,3,东北,支付宝
ORD06038,2025-01-05 11:20:00,C4790,家居,81.39,3,华南,微信
ORD06039,2025-01-05 11:21:00,C924,电子产品,25.85,7,东北,现金
ORD06040,2025-01-05 11:22:00,C151,服装,83.57,1,华东,支付宝
ORD06041,2025-01-05 11:22:00,C585,食品,34.89,4,华北,信用卡
ORD06042,2025-01-05 11:22:00,C912,服装,93.02,8,华南,信用卡
ORD06043,2025-01-05 11:22:00,C2321,家居,73.82,4,华北,微信
ORD06044,2025-01-05 11:22:00,C495,家居,80.67,1,华北,信用卡
ORD06045,2025-01-05 11:23:00,C3795,图书,17.65,5,东北,支付宝
ORD06046,2025-01-05 11:23:00,C2148,服装,62.45,1,西南,现金
ORD06047,2025-01-05 11:24:00,C556,电子产品,83.9,9,东北,现金
ORD06048,2025-01-05 11:24:00,C1552,服装,87.54,8,华南,支付宝
ORD06049,2025-01-05 11:25:00,C2120,食品,12.58,7,华东,微信
ORD06050,2025-01-05 11:25:00,C3085,家居,94.52,5,东北,微信
ORD06051,2025-01-05 11:25:00,C3504,家居,13.9,4,西南,微信
ORD06052,2025-01-05 11:26:00,C156,服装,65.31,7,西南,支付宝
ORD06053,2025-01-05 11:26:00,C734,服装,72.4,3,东北,微信
ORD06054,2025-01-05 11:26:00,C4654,服装,19.66,8,华南,现金
ORD06055,2025-01-05 11:27:00,C3276,食品,14.32,5,西南,支付宝
ORD06056,2025-01-05 11:27:00,C154,食品,80.64,5,西南,支付宝
ORD06057,2025-01-05 11:27:00,C996,电子产品,44.62,1,华南,信用卡
ORD06058,2025-01-05 11:28:00,C2294,服装,19.64,8,华南,信用卡
ORD06059,2025-01-05 11:29:00,C4626,电子产品,78.64,7,华南,微信
ORD06060,2025-01-05 11:29:00,C2905,图书,86.42,1,华南,微信
ORD06061,2025-01-05 11:29:00,C4824,食品,62.86,4,东北,现金
ORD06062,2025-01-05 11:29:00,C1177,家居,24.51,4,东北,微信
ORD06063,2025-01-05 11:30:00,C153,图书,11.37,9,华北,现金
ORD06064,2025-01-05 11:31:00,C4187,家居,73.07,2,华北,微信
ORD06065,2025-01-05 11:31:00,C1716,图书,59.51,4,华北,现金
ORD06066,2025-01-05 11:32:00,C3202,电子产品,68.57,3,西南,支付宝
ORD06067,2025-01-05 11:33:00,C2857,电子产品,83.19,5,华南,现金
ORD06068,2025-01-05 11:33:00,C786,食品,49.08,7,东北,微信
ORD06069,2025-01-05 11:33:00,C4368,家居,21.21,5,东北,信用卡
ORD06070,2025-01-05 11:34:00,C4272,图书,94.6,5,华南,微信
ORD06071,2025-01-05 11:34:00,,服装,59.07,4,华北,支付宝
ORD06072,2025-01-05 11:34:00,C2878,服装,,9,西南,信用卡
ORD06073,2025-01-05 11:35:00,C642,食品,94.01,6,东北,现金
ORD06074,2025-01-05 11:39:00,C4662,家居,93.84,6,华东,信用卡
ORD06075,2025-01-05 11:39:00,C665,服装,61.49,6,西南,微信
ORD06076,2025-01-05 11:39:00,C3426,食品,36.79,6,西南,信用卡
ORD06077,2025-01-05 11:39:00,,食品,99.74,1,华北,信用卡
ORD06078,2025-01-05 11:40:00,C3701,家居,71.27,6,华南,微信
ORD06079,2025-01-05 11:40:00,C1069,服装,46.76,4,华东,微信
ORD06080,2025-01-05 11:40:00,C2349,服装,60.39,2,华北,支付宝
ORD06081,2025-01-05 11:40:00,C4503,服装,47.43,6,华南,信用卡
ORD06082,2025-01-05 11:41:00,C1212,电子产品,89.95,1,华东,现金
ORD06083,2025-01-05 11:42:00,C1152,服装,53.42,1,东北,微信
ORD06084,2025-01-05 11:42:00,C2511,图书,84.12,5,华东,信用卡
ORD06085,2025-01-05 11:43:00,C143,电子产品,85.62,6,华北,微信
ORD06086,2025-01-05 11:43:00,C2489,电子产品,84.19,2,华东,支付宝
ORD06087,2025-01-05 11:44:00,C3228,电子产品,75.0,8,华东,微信
ORD06088,2025-01-05 11:44:00,C4582,电子产品,86.94,4,华东,微信
ORD06089,2025-01-05 11:45:00,C4955,食品,44.85,4,东北,支付宝
ORD06090,2025-01-05 11:45:00,C3205,图书,20.32,5,华南,微信
ORD06091,2025-01-05 11:45:00,C4243,家居,85.82,4,华东,支付宝
ORD06092,2025-01-05 11:45:00,C3142,服装,54.84,5,西南,信用卡
ORD06093,2025-01-05 11:46:00,C3304,电子产品,21.46,3,华北,信用卡
ORD06094,2025-01-05 11:46:00,C1357,家居,20.38,8,西南,信用卡
ORD06095,2025-01-05 11:47:00,C2713,食品,24.33,6,华南,现金
ORD06096,2025-01-05 11:47:00,C4185,家居,77.59,8,华北,微信
ORD06097,2025-01-05 11:47:00,C1357,电子产品,73.98,5,华南,支付宝
ORD06098,2025-01-05 11:47:00,C4294,图书,28.34,7,华北,微信
ORD06099,2025-01-05 11:48:00,C4633,家居,86.22,7,西南,现金
ORD06100,2025-01-05 11:48:00,C3192,电子产品,35.32,6,西南,微信
ORD06101,2025-01-05 11:48:00,C300,电子产品,81.37,4,东北,现金
ORD06102,2025-01-05 11:50:00,C723,服装,53.99,6,华南,微信
ORD06103,2025-01-05 11:51:00,C3010,服装,75.84,9,西南,现金
ORD06104,2025-01-05 11:51:00,C067,图书,44.32,4,华北,支付宝
ORD06105,2025-01-05 11:51:00,C3836,服装,41.24,6,华东,微信
ORD06106,2025-01-05 11:52:00,C3993,图书,,6,华东,微信
ORD06107,2025-01-05 11:52:00,C2506,食品,13.18,3,华东,支付宝
ORD06108,2025-01-05 11:52:00,,食品,97.73,4,东北,支付宝
ORD06109,2025-01-05 11:52:00,C397,服装,68.34,3,西南,信用卡
ORD06110,2025-01-05 11:53:00,C4715,食品,48.92,3,华南,现金
ORD06111,2025-01-05 11:53:00,C3357,家居,66.52,4,华南,支付宝
ORD06112,2025-01-05 11:53:00,C1163,家居,21.05,4,东北,信用卡
ORD06113,2025-01-05 11:53:00,,家居,56.26,6,华北,现金
ORD06114,2025-01-05 11:54:00,C555,食品,98.66,4,西南,信用卡
ORD06115,2025-01-05 11:55:00,C3661,家居,31.17,6,西南,微信
ORD06116,2025-01-05 11:55:00,C1751,图书,75.01,2,华北,现金
ORD06117,2025-01-05 11:55:00,C2941,电子产品,49.15,4,华北,微信
ORD06118,2025-01-05 11:56:00,C2657,服装,68.72,2,西南,微信
ORD06119,2025-01-05 11:56:00,C2795,图书,28.44,8,西南,微信
ORD06120,2025-01-05 11:57:00,C2329,家居,52.34,9,华东,微信
ORD06121,2025-01-05 11:58:00,C1959,电子产品,98.21,7,华南,微信
ORD06122,2025-01-05 12:00:00,C1601,服装,27.58,6,华东,微信
ORD06123,2025-01-05 12:01:00,C2793,图书,67.28,8,华东,信用卡
ORD06124,2025-01-05 12:01:00,C1480,服装,61.8,4,华南,信用卡
ORD06125,2025-01-05 12:01:00,C1102,食品,60.85,2,东北,现金
ORD06126,2025-01-05 12:01:00,C3276,家居,65.36,4,东北,现金
ORD06127,2025-01-05 12:01:00,C1299,图书,55.2,5,东北,现金
ORD06128,2025-01-05 12:03:00,C4994,图书,11.52,9,东北,微信
ORD06129,2025-01-05 12:03:00,C3879,电子产品,91.01,5,华北,微信
ORD06130,2025-01-05 12:03:00,C1535,电子产品,84.43,9,华东,信用卡
ORD06131,2025-01-05 12:04:00,C077,电子产品,25.68,9,华北,信用卡
ORD06132,2025-01-05 12:04:00,C2831,服装,47.19,8,华北,现金
ORD06133,2025-01-05 12:04:00,C3410,家居,79.35,5,华南,支付宝
ORD06134,2025-01-05 12:04:00,C2721,服装,98.21,2,东北,支付宝
ORD06135,2025-01-05 12:04:00,C3627,家居,95.6,5,西南,微信
ORD06136,2025-01-05 12:06:00,C1532,图书,90.94,1,东北,微信
ORD06137,2025-01-05 12:06:00,C237,服装,24.25,8,华东,微信
ORD06138,2025-01-05 12:06:00,C1996,服装,92.3,2,华北,信用卡
ORD06139,2025-01-05 12:06:00,C3427,服装,89.06,7,华东,微信
ORD06140,2025-01-05 12:07:00,C277,食品,43.93,2,华北,微信
ORD06141,2025-01-05 12:07:00,C3089,家居,45.51,5,华北,微信
ORD06142,2025-01-05 12:07:00,C523,家居,51.39,7,华北,支付宝
ORD06143,2025-01-05 12:08:00,C4275,服装,69.06,6,西南,支付宝
ORD06144,2025-01-05 12:08:00,C4218,食品,33.48,5,东北,现金
ORD06145,2025-01-05 12:09:00,C3122,服装,12.07,6,华北,微信
ORD06146,2025-01-05 12:09:00,C4575,家居,22.71,2,华南,信用卡
ORD06147,2025-01-05 12:09:00,C1797,图书,49.61,1,华北,支付宝
ORD06148,2025-01-05 12:09:00,C2131,食品,35.38,1,东北,现金
ORD06149,2025-01-05 12:09:00,C815,食品,78.81,8,东北,微信
ORD06150,2025-01-05 12:11:00,C2694,服装,19.6,3,西南,支付宝
ORD06151,2025-01-05 12:11:00,C442,图书,92.57,3,华北,信用卡
ORD06152,2025-01-05 12:12:00,C3140,家居,90.58,9,华南,信用卡
ORD06153,2025-01-05 12:13:00,C142,电子产品,,6,西南,信用卡
ORD06154,2025-01-05 12:13:00,C4287,家居,76.56,4,西南,信用卡
ORD06155,2025-01-05 12:14:00,C1410,家居,19.63,-1,华北,微信
ORD06156,2025-01-05 12:15:00,C4473,图书,49.43,7,华北,现金
ORD06157,2025-01-05 12:15:00,C534,食品,21.83,6,西南,现金
ORD06158,2025-01-05 12:16:00,C1716,家居,98.89,2,西南,信用卡
ORD06159,2025-01-05 12:17:00,C3364,食品,39.97,9,西南,微信
ORD06160,2025-01-05 12:19:00,C1032,图书,62.68,2,华东,现金
ORD06161,2025-01-05 12:20:00,C3342,图书,80.15,8,西南,现金
ORD06162,2025-01-05 12:20:00,C1410,服装,92.86,4,东北,现金
ORD06163,2025-01-05 12:20:00,C4500,电子产品,78.0,1,华南,信用卡
ORD06164,2025-01-05 12:20:00,C1172,图书,70.71,1,华南,微信
ORD06165,2025-01-05 12:21:00,C888,图书,51.94,9,华北,信用卡
ORD06166,2025-01-05 12:21:00,C3338,食品,64.49,4,西南,微信
ORD06167,2025-01-05 12:22:00,C4517,图书,18.47,1,华南,支付宝
ORD06168,2025-01-05 12:24:00,C1641,家居,89.55,3,华南,微信
ORD06169,2025-01-05 12:25:00,C471,服装,58.94,3,东北,微信
ORD06170,2025-01-05 12:25:00,C2940,服装,13.61,7,东北,信用卡
ORD06171,2025-01-05 12:26:00,,家居,92.79,6,华东,信用卡
ORD06172,2025-01-05 12:27:00,,图书,54.04,8,华东,支付宝
ORD06173,2025-01-05 12:27:00,C3597,电子产品,88.17,7,华南,信用卡
ORD06174,2025-01-05 12:27:00,C2825,图书,87.12,1,华北,微信
ORD06175,2025-01-05 12:27:00,C3723,服装,83.42,3,华南,现金
ORD06176,2025-01-05 12:28:00,C363,电子产品,15.53,9,华北,信用卡
ORD06177,2025-01-05 12:29:00,C2166,食品,32.24,4,华南,现金
ORD06178,2025-01-05 12:29:00,C3309,食品,88.8,3,东北,现金
ORD06179,2025-01-05 12:30:00,C545,图书,90.91,5,西南,现金
ORD06180,2025-01-05 12:31:00,C3240,图书,51.23,8,华南,信用卡
ORD06181,2025-01-05 12:31:00,C4729,电子产品,49.6,1,华东,微信
ORD06182,2025-01-05 12:32:00,C1936,电子产品,25.76,2,华北,现金
ORD06183,2025-01-05 12:32:00,C962,图书,97.16,7,华北,支付宝
ORD06184,2025-01-05 12:33:00,C3005,服装,29.18,1,华南,信用卡
ORD06185,2025-01-05 12:34:00,C3806,食品,27.18,5,华北,现金
ORD06186,2025-01-05 12:36:00,C882,电子产品,69.47,8,华东,现金
ORD06187,2025-01-05 12:36:00,C3840,服装,31.86,6,东北,信用卡
ORD06188,2025-01-05 12:37:00,C870,图书,94.49,3,西南,微信
ORD06189,2025-01-05 12:38:00,C4611,家居,10.98,7,西南,支付宝
ORD06190,2025-01-05 12:38:00,C2985,电子产品,,3,华北,现金
ORD06191,2025-01-05 12:41:00,C865,家居,55.44,5,华南,支付宝
ORD06192,2025-01-05 12:41:00,C4309,服装,53.93,7,华北,信用卡
ORD06193,2025-01-05 12:41:00,C3203,食品,24.7,2,华东,微信
ORD06194,2025-01-05 12:42:00,C2897,服装,54.51,4,华南,信用卡
ORD06195,2025-01-05 12:42:00,C2244,食品,47.05,2,东北,微信
ORD06196,2025-01-05 12:42:00,C018,服装,90.13,7,华东,现金
ORD06197,2025-01-05 12:42:00,C641,电子产品,10.83,3,东北,现金
ORD06198,2025-01-05 12:43:00,C3083,电子产品,97.86,9,华南,现金
ORD06199,2025-01-05 12:43:00,C329,家居,66.2,6,东北,微信
ORD06200,2025-01-05 12:44:00,C865,服装,23.67,1,华东,信用卡
ORD06201,2025-01-05 12:45:00,C773,服装,14.21,8,华东,现金
ORD06202,2025-01-05 12:45:00,C4487,家居,58.43,7,华北,微信
ORD06203,2025-01-05 12:45:00,C4732,图书,31.14,1,华南,现金
ORD06204,2025-01-05 12:46:00,C2354,服装,37.1,3,西南,信用卡
ORD06205,2025-01-05 12:46:00,C3338,服装,32.06,3,西南,支付宝
ORD06206,2025-01-05 12:47:00,C3518,服装,68.52,3,东北,支付宝
ORD06207,2025-01-05 12:47:00,C2942,图书,59.82,7,西南,信用卡
ORD06208,2025-01-05 12:47:00,C2567,电子产品,17.02,6,西南,现金
ORD06209,2025-01-05 12:47:00,C1674,家居,,2,华东,现金
ORD06210,2025-01-05 12:47:00,C2683,图书,81.21,5,华东,支付宝
ORD06211,2025-01-05 12:47:00,,食品,17.31,6,华东,支付宝
ORD06212,2025-01-05 12:48:00,C739,食品,90.08,2,西南,支付宝
ORD06213,2025-01-05 12:48:00,C1545,图书,62.05,1,东北,支付宝
ORD06214,2025-01-05 12:48:00,C4564,图书,95.56,4,华南,微信
ORD06215,2025-01-05 12:49:00,,电子产品,23.33,4,华北,信用卡
ORD06216,2025-01-05 12:50:00,C1135,食品,99.42,4,东北,现金
ORD06217,2025-01-05 12:51:00,C873,家居,67.98,1,华东,现金
ORD06218,2025-01-05 12:51:00,C4555,服装,61.07,3,东北,信用卡
ORD06219,2025-01-05 12:52:00,C2300,服装,56.38,7,华南,现金
ORD06220,2025-01-05 12:52:00,C751,电子产品,12.13,4,华东,现金
ORD06221,2025-01-05 12:53:00,,电子产品,94.57,2,华南,支付宝
ORD06222,2025-01-05 12:54:00,C3732,食品,67.96,8,华北,现金
ORD06223,2025-01-05 12:54:00,,家居,18.25,1,东北,信用卡
ORD06224,2025-01-05 12:55:00,C1329,家居,11.89,9,华北,信用卡
ORD06225,2025-01-05 12:55:00,,图书,14.57,5,西南,信用卡
ORD06226,2025-01-05 12:55:00,C2726,电子产品,64.85,2,东北,现金
ORD06227,2025-01-05 12:57:00,C3091,服装,65.26,4,西南,微信
ORD06228,2025-01-05 12:58:00,C4230,服装,54.97,3,华南,支付宝
ORD06229,2025-01-05 12:58:00,C4505,食品,37.61,7,西南,信用卡
ORD06230,2025-01-05 12:59:00,C1269,服装,57.86,6,华南,微信
ORD06231,2025-01-05 12:59:00,C4181,家居,56.47,9,华北,现金
ORD06232,2025-01-05 13:00:00,C2603,家居,11.75,4,华东,支付宝
ORD06233,2025-01-05 13:01:00,C1469,电子产品,35.42,3,华北,微信
ORD06234,2025-01-05 13:02:00,C377,食品,14.79,7,西南,现金
ORD06235,2025-01-05 13:02:00,C1680,服装,91.01,6,华南,现金
ORD06236,2025-01-05 13:03:00,,电子产品,75.27,5,西南,微信
ORD06237,2025-01-05 13:03:00,C919,图书,99.65,7,华东,微信
ORD06238,2025-01-05 13:04:00,C069,图书,37.2,5,东北,信用卡
ORD06239,2025-01-05 13:05:00,C3924,服装,89.06,9,东北,支付宝
ORD06240,2025-01-05 13:05:00,C2086,服装,64.27,4,东北,支付宝
ORD06241,2025-01-05 13:09:00,C2007,服装,50.78,1,西南,信用卡
ORD06242,2025-01-05 13:09:00,C800,家居,30.03,5,东北,支付宝
